BOLTON ST,Public & Quasi-Public,7
BOLTON ST,Residential,58
BOLTON ST,Vacant,19
BONAD RD,Residential,22
BONAD RD,Vacant,4
BONAIR ST,Residential,12
BONAIR ST,Vacant,1
BOND ST,Residential,13
BONELL TE,Vacant,6
BORDER ST,Commercial,22
BORDER ST,Industrial,5
BORDER ST,Public & Quasi-Public,5
BORDER ST,Residential,16
BORDER ST,Residential (Mixed-Use),1
BORDER ST,Vacant,8
BOSTON AND MAINE RR ,Public & Quasi-Public,3
BOSTON AND MAINE RR ,Vacant,2
BOSTON ST,Commercial,14
BOSTON ST,Industrial,2
BOSTON ST,Public & Quasi-Public,2
BOSTON ST,Residential,56
BOSTON ST,Residential (Mixed-Use),4
BOSTON ST,Vacant,16
BOSTON UNI BRIDGE ZZ ,Public & Quasi-Public,1
BOSTON WHARF RD,Commercial,2
BOSTON WHARF RD,Residential (Mixed-Use),1
BOSTON WHARF RD,Vacant,4
BOSTONIA AV,Residential,31
BOSTONIA AV,Vacant,1
BOTHWELL RD,Residential,18
BOTHWELL RD,Vacant,1
BOULEVARD TE,Residential,19
BOURNE ST,Public & Quasi-Public,4
BOURNE ST,Residential,42
BOURNEDALE RD,Residential,20
BOURNESIDE ST,Residential,4
BOUTWELL ST,Residential,22
BOUTWELL ST,Vacant,1
BOW ST,Residential,1
BOWDITCH RD,Residential,17
BOWDITCH RD,Vacant,2
BOWDOIN AV,Commercial,4
BOWDOIN AV,Public & Quasi-Public,3
BOWDOIN AV,Residential,38
BOWDOIN AV,Residential (Mixed-Use),1
BOWDOIN AV,Vacant,3
BOWDOIN PK,Residential,5
BOWDOIN PK,Vacant,3
BOWDOIN SQ,Vacant,1
BOWDOIN ST,Commercial,28
BOWDOIN ST,Industrial,1
BOWDOIN ST,Public & Quasi-Public,20
BOWDOIN ST,Residential,88
BOWDOIN ST,Residential (Mixed-Use),8
BOWDOIN ST,Vacant,24
BOWEN ST,Commercial,1
BOWEN ST,Residential,24
BOWEN ST,Vacant,19
BOWER ST,Residential,1
BOWKER ST,Public & Quasi-Public,2
BOWMAN ST,Residential,10
BOWMAN ST,Vacant,3
BOXFORD TE,Residential,5
BOXFORD TE,Vacant,1
BOYD ST,Residential,6
BOYDEN ST,Residential,6
BOYLSTON PL,Commercial,2
BOYLSTON PL,Public & Quasi-Public,4
BOYLSTON PL,Residential,3
BOYLSTON PL,Residential (Mixed-Use),1
BOYLSTON PL,Vacant,1
BOYLSTON ST,Commercial,80
BOYLSTON ST,Public & Quasi-Public,33
BOYLSTON ST,Residential,82
BOYLSTON ST,Residential (Mixed-Use),17
BOYLSTON ST,Vacant,6
BOYNTON ST,Public & Quasi-Public,2
BOYNTON ST,Residential,16
BOYNTON ST,Vacant,1
BRACKETT ST,Residential,22
BRACKETT ST,Vacant,5
BRADBURY ST,Residential,10
BRADBURY ST,Vacant,1
BRADDOCK PK,Public & Quasi-Public,1
BRADDOCK PK,Residential,15
BRADDOCK PK,Residential (Mixed-Use),2
BRADEEN ST,Public & Quasi-Public,2
BRADEEN ST,Residential,29
BRADEEN ST,Vacant,1
BRADEEN STREET FW,Public & Quasi-Public,1
BRADFIELD AV,Residential,34
BRADFORD CI,Residential,5
BRADFORD RD,Residential,1
BRADFORD ST,Public & Quasi-Public,2
BRADFORD ST,Residential,20
BRADFORD ST,Vacant,5
BRADLEE CT,Residential,9
BRADLEE LA,Residential,7
BRADLEE PK,Residential,6
BRADLEE ST,Commercial,1
BRADLEE ST,Public & Quasi-Public,1
BRADLEE ST,Residential,63
BRADLEE ST,Residential (Mixed-Use),2
BRADLEE ST,Vacant,3
BRADSHAW ST,Public & Quasi-Public,1
BRADSHAW ST,Residential,10
BRADSHAW ST,Vacant,1
BRADSTON ST,Commercial,3
BRADSTON ST,Public & Quasi-Public,1
BRADSTON ST,Vacant,1
BRADSTREET AV,Public & Quasi-Public,1
BRADSTREET AV,Residential,12
BRADSTREET AV,Vacant,1
BRADWOOD ST,Residential,26
BRAEBURN RD,Public & Quasi-Public,5
BRAEBURN RD,Residential,30
BRAEBURN RD,Vacant,1
BRAEMORE RD,Residential,5
BRAEWOOD ST,Commercial,1
BRAEWOOD ST,Residential,3
BRAGDON ST,Commercial,1
BRAGDON ST,Industrial,1
BRAGDON ST,Residential,12
BRAGDON ST,Vacant,1
BRAHMS ST,Residential,18
BRAHMS ST,Vacant,1
BRAINARD ST,Public & Quasi-Public,1
BRAINARD ST,Residential,12
BRAINERD RD,Commercial,4
BRAINERD RD,Residential,29
BRAINTREE ST,Commercial,11
BRAINTREE ST,Public & Quasi-Public,1
BRAINTREE ST,Residential (Mixed-Use),2
BRANCH ST,Residential,4
BRANCHFIELD ST,Public & Quasi-Public,2
BRANCHFIELD ST,Residential,2
BRANCHFIELD ST,Vacant,3
BRANTON ST,Residential,6
BRAYTON RD,Residential,65
BRAYTON RD,Vacant,4
BRAYTON TE,Residential,3
BRAYTON TE,Vacant,1
BRECK AV,Residential,17
BRECK AV,Vacant,1
BREED ST,Commercial,5
BREED ST,Residential,19
BREED ST,Vacant,2
BREMEN ST,Commercial,17
BREMEN ST,Industrial,1
BREMEN ST,Public & Quasi-Public,6
BREMEN ST,Residential,83
BREMEN ST,Residential (Mixed-Use),1
BREMEN ST,Vacant,14
BREMEN TE,Residential,3
BREMEN TE,Vacant,1
BRENT ST,Commercial,1
BRENT ST,Public & Quasi-Public,1
BRENT ST,Residential,48
BRENTON ST,Residential,9
BRENTWOOD ST,Residential,13
BREWER ST,Residential,13
BREWSTER ST,Residential,11
BRIARCLIFF TE,Residential,13
BRIDGE CT,Public & Quasi-Public,5
BRIER RD,Residential,18
BRIGHAM ST,Public & Quasi-Public,4
BRIGHAM ST,Residential,5
BRIGHTON AV,Commercial,36
BRIGHTON AV,Public & Quasi-Public,1
BRIGHTON AV,Residential,18
BRIGHTON ST,Commercial,1
BRIGHTON ST,Public & Quasi-Public,1
BRIGHTON ST,Residential,23
BRIGHTON ST,Vacant,2
BRIMMER ST,Public & Quasi-Public,4
BRIMMER ST,Residential,22
BRIMMER ST,Vacant,1
BRINSLEY ST,Residential,14
BRINSLEY ST,Vacant,1
BRINTON ST,Residential,2
BRINTON ST,Vacant,1
BROAD ST,Commercial,15
BROAD ST,Public & Quasi-Public,2
BROAD ST,Residential,3
BROAD ST,Residential (Mixed-Use),3
BROAD ST,Vacant,1
BROADLAWN PK,Public & Quasi-Public,1
BROADWAY ST,Commercial,1
BROADWAY ST,Public & Quasi-Public,4
BROADWAY ST,Residential,1
BROADWAY ST,Residential (Mixed-Use),1
BROADWAY ST,Vacant,2
BROCK ST,Residential,28
BROCK ST,Vacant,3
BROCKTON ST,Commercial,1
BROCKTON ST,Public & Quasi-Public,1
BROCKTON ST,Residential,29
BROCKTON ST,Vacant,4
BROMFIELD ST,Commercial,11
BROMLEY ST,Public & Quasi-Public,4
BROMLEY ST,Vacant,3
BRONX RD,Residential,13
BRONX RD,Vacant,1
BROOK AV,Public & Quasi-Public,19
BROOK AV,Residential,38
BROOK AV,Vacant,8
BROOK FARM RD,Commercial,1
BROOK FARM RD,Public & Quasi-Public,8
BROOK FARM RD,Residential,29
BROOK FARM RD,Vacant,4
BROOK MARSHALL RD,Public & Quasi-Public,1
BROOK MARSHALL RD,Vacant,1
BROOK ST,Public & Quasi-Public,1
BROOK ST,Residential,1
BROOKDALE ST,Residential,22
BROOKDALE ST,Vacant,1
BROOKFIELD ST,Residential,10
BROOKFIELD ST,Vacant,1
BROOKFORD ST,Public & Quasi-Public,2
BROOKFORD ST,Residential,15
BROOKFORD ST,Vacant,10
BROOKLEDGE ST,Public & Quasi-Public,1
BROOKLEDGE ST,Residential,20
BROOKLEDGE ST,Residential (Mixed-Use),4
BROOKLEY RD,Commercial,2
BROOKLEY RD,Residential,17
BROOKLEY RD,Vacant,5
BROOKLINE AV,Commercial,16
BROOKLINE AV,Industrial,1
BROOKLINE AV,Public & Quasi-Public,20
BROOKLINE AV,Residential,1
BROOKLINE AV,Vacant,5
BROOKS ST,Commercial,4
BROOKS ST,Public & Quasi-Public,4
BROOKS ST,Residential,122
BROOKS ST,Residential (Mixed-Use),5
BROOKS ST,Vacant,6
BROOKSDALE RD,Public & Quasi-Public,1
BROOKSDALE RD,Residential,29
BROOKSIDE AV,Commercial,5
BROOKSIDE AV,Industrial,1
BROOKSIDE AV,Public & Quasi-Public,5
BROOKSIDE AV,Residential,22
BROOKSIDE AV,Vacant,5
BROOKVALE ST,Residential,16
BROOKVIEW ST,Residential,20
BROOKWAY RD,Public & Quasi-Public,1
BROOKWAY RD,Residential,7
BROOKWAY RD,Vacant,2
BROOKWAY TE,Vacant,1
BROWN AV,Public & Quasi-Public,1
BROWN AV,Residential,50
BROWN AV,Vacant,3
BROWN TE,Residential,2
BROWNING AV,Public & Quasi-Public,1
BROWNING AV,Residential,13
BROWNING AV,Residential (Mixed-Use),2
BROWNING AV,Vacant,12
BROWNSON TE,Residential,8
BRUCE ST,Residential,12
BRUCEWOOD ST,Residential,12
BRUCEWOOD ST,Vacant,3
BRUNSWICK ST,Public & Quasi-Public,6
BRUNSWICK ST,Residential,41
BRUNSWICK ST,Residential (Mixed-Use),6
BRUNSWICK ST,Vacant,4
BRUSH HILL TE,Residential,12
BRUSH HILL TE,Vacant,2
BRUSHWOOD CI,Residential,6
BRYANT RD,Residential,10
BUCHANAN RD,Residential,44
BUCKINGHAM ST,Commercial,1
BUCKINGHAM ST,Residential,9
BUCKLEY AV,Residential,6
BUCKLEY AV,Vacant,1
BUCKNAM ST,Public & Quasi-Public,1
BUCKNAM ST,Residential,5
BUCKNAM ST,Vacant,1
BUICK ST,Commercial,1
BUICK ST,Public & Quasi-Public,1
BULLARD ST,Public & Quasi-Public,1
BULLARD ST,Residential,22
BULLARD ST,Vacant,4
BUMSTEAD CT,Public & Quasi-Public,1
BUMSTEAD CT,Vacant,1
BUNGALOW RD,Public & Quasi-Public,8
BUNGALOW RD,Residential,3
BUNGALOW RD,Vacant,5
BUNKER HILL CT,Residential,6
BUNKER HILL CT,Vacant,1
BUNKER HILL ST,Commercial,10
BUNKER HILL ST,Public & Quasi-Public,14
BUNKER HILL ST,Residential,62
BUNKER HILL ST,Residential (Mixed-Use),5
BUNKER HILL ST,Vacant,7
BUNKER ST,Residential,2
BURARD ST,Residential,13
BURBANK ST,Commercial,4
BURBANK ST,Residential,4
BURBANK ST,Residential (Mixed-Use),1
BURGOYNE ST,Residential,9
BURKE ST,Residential,1
BURLEY ST,Residential,7
BURLINGTON AV,Commercial,2
BURLINGTON AV,Public & Quasi-Public,1
BURLINGTON AV,Vacant,1
BURMAH ST,Residential,12
BURMAH ST,Vacant,2
BURNETT ST,Residential,7
BURNETT ST,Vacant,2
BURNEY ST,Commercial,1
BURNEY ST,Public & Quasi-Public,1
BURNEY ST,Residential,7
BURNSIDE AV,Residential,6
BURR ST,Residential,17
BURRAGE ST,Vacant,5
BURRELL ST,Commercial,4
BURRELL ST,Public & Quasi-Public,4
BURRELL ST,Residential,30
BURRELL ST,Vacant,18
BURRILL PL,Residential,4
BURRILL PL,Vacant,1
BURROUGHS ST,Commercial,3
BURROUGHS ST,Residential,28
BURROUGHS ST,Vacant,1
BURRWOOD RD,Residential,17
BURRWOOD RD,Vacant,1
BURT ST,Public & Quasi-Public,4
BURT ST,Residential,33
BURT ST,Vacant,4
BURTON AV,Residential,2
BURTON AV,Residential (Mixed-Use),1
BURTON ST,Residential,32
BURTON ST,Vacant,5
BURWELL RD,Residential,4
BUSHNELL ST,Residential,21
BUSINESS ST,Commercial,5
BUSINESS ST,Industrial,3
BUSINESS ST,Public & Quasi-Public,2
BUSINESS ST,Residential,27
BUSINESS ST,Vacant,1
BUSSEY PL,Commercial,1
BUSSEY ST,Public & Quasi-Public,1
BUSWELL ST,Public & Quasi-Public,14
BUSWELL ST,Residential,19
BUTLER ST,Public & Quasi-Public,3
BUTLER ST,Residential,21
BUTLER ST,Vacant,7
BUTTONWOOD CT,Residential,6
BUTTONWOOD CT,Vacant,1
BUTTONWOOD ST,Commercial,1
BUTTONWOOD ST,Industrial,1
BUTTONWOOD ST,Public & Quasi-Public,1
BUTTONWOOD ST,Residential,58
BUTTONWOOD ST,Vacant,3
BYNNER ST,Residential,23
BYNNER ST,Vacant,2
BYRD AV,Residential,15
BYRON ST,Public & Quasi-Public,2
BYRON ST,Residential,58
BYRON ST,Vacant,1
C ST,Commercial,4
C ST,Public & Quasi-Public,1
C ST,Residential,1
C ST,Vacant,15
CABOT ST,Public & Quasi-Public,3
CADDY RD,Residential,12
CAHNERS PL,Vacant,2
CALDER ST,Residential,14
CALDWELL ST,Commercial,1
CALDWELL ST,Public & Quasi-Public,3
CALDWELL ST,Residential,4
CALDWELL ST,Vacant,2
CALEDONIAN AV,Residential,10
CALEDONIAN AV,Vacant,1
CALL ST,Public & Quasi-Public,7
CALL ST,Vacant,16
CALLENDER ST,Public & Quasi-Public,10
CALLENDER ST,Residential,80
CALLENDER ST,Vacant,17
CALTHA RD,Residential,11
CALUMET ST,Commercial,4
CALUMET ST,Residential,76
CALUMET ST,Vacant,8
CALVIN RD,Residential,11
CALVIN RD,Vacant,1
CAMBRIA ST,Public & Quasi-Public,1
CAMBRIDGE (1L-1M) ST,Vacant,1
CAMBRIDGE ST,Commercial,59
CAMBRIDGE ST,Industrial,1
CAMBRIDGE ST,Public & Quasi-Public,40
CAMBRIDGE ST,Residential,74
CAMBRIDGE ST,Residential (Mixed-Use),4
CAMBRIDGE ST,Vacant,15
CAMBRIDGE TE,Residential,9
CAMBRIDGE TE,Vacant,1
CAMDEN ST,Public & Quasi-Public,4
CAMDEN ST,Residential,2
CAMDEN ST,Residential (Mixed-Use),2
CAMELIA RD,Residential,2
CAMELOT CT,Residential,3
CAMERON ST,Residential,18
CAMERON ST,Vacant,2
CAMP RD,Public & Quasi-Public,5
CAMP RD,Residential,5
CAMP RD,Vacant,6
CANAAN ST,Public & Quasi-Public,6
CANAAN ST,Residential,5
CANAAN ST,Vacant,5
CANAL ST,Commercial,14
CANAL ST,Public & Quasi-Public,1
CANAL ST,Residential (Mixed-Use),1
CANDOR PL,Residential,2
CANTERBURY ST,Commercial,5
CANTERBURY ST,Public & Quasi-Public,9
CANTERBURY ST,Residential,74
CANTERBURY ST,Vacant,13
CAPEN PL,Residential,4
CAPEN PL,Vacant,1
CAPEN ST,Public & Quasi-Public,1
CAPEN ST,Residential,42
CAPEN ST,Residential (Mixed-Use),1
CAPEN ST,Vacant,8
CAPITAL ST,Residential,9
CARDINGTON ST,Residential,7
CAREY ST,Public & Quasi-Public,1
CARLFORD RD,Public & Quasi-Public,2
CARLFORD RD,Residential,4
CARLISLE ST,Residential,10
CARLISLE ST,Vacant,2
CARLOS ST,Residential,6
CARLOTTA ST,Residential,5
CARLSON CI,Residential,21
CARLSON RD,Residential,2
CARMEL ST,Residential,8
CARMEL ST,Residential (Mixed-Use),1
CARMELA LA,Residential,1
CARMEN ST,Residential,13
CARMEN ST,Residential (Mixed-Use),1
CARMEN ST,Vacant,2
CARNES PL,Commercial,1
CAROL AV,Residential,6
CAROL CI,Public & Quasi-Public,1
CAROL CI,Residential,5
CAROL CI,Vacant,2
CAROLINA AV,Industrial,1
CAROLINA AV,Public & Quasi-Public,2
CAROLINA AV,Residential,22
CAROLINA AV,Vacant,1
CAROLINA PL,Residential,3
CARPENTER ST,Residential,4
CARROLL ST,Residential,21
CARROLL ST,Vacant,6
CARROLTON RD,Public & Quasi-Public,1
CARROLTON RD,Residential,16
CARROLTON RD,Vacant,4
CARRUTH ST,Residential,33
CARSON ST,Public & Quasi-Public,2
CARSON ST,Residential,20
CARTER ST,Commercial,4
CARTER ST,Vacant,1
CARVER ST,Commercial,1
CARYLL ST,Public & Quasi-Public,1
CARYLL ST,Residential,20
CASPAR ST,Residential,20
CASPIAN WY,Public & Quasi-Public,1
CASPIAN WY,Residential,5
CASS ST,Industrial,1
CASS ST,Residential,38
CASS ST,Vacant,3
CASSNET ST,Residential,1
CASSNET ST,Vacant,1
CASTLE CT,Residential,1
CASTLE CT,Residential (Mixed-Use),1
CASTLE CT,Vacant,1
CASTLE ISLAND TERMINAL ,Public & Quasi-Public,1
CASTLE ROCK ST,Residential,7
CASTLEGATE RD,Public & Quasi-Public,3
CASTLEGATE RD,Residential,12
CASTLETON ST,Public & Quasi-Public,1
CASTLETON ST,Residential,16
CATAUMET ST,Residential,9
CATAWBA ST,Public & Quasi-Public,2
CATAWBA ST,Residential,25
CATAWBA ST,Vacant,1
CATHERINE ST,Residential,17
CATHERINE ST,Vacant,1
CATON ST,Residential,18
CATON ST,Vacant,3
CAUSEWAY ST,Commercial,9
CAUSEWAY ST,Public & Quasi-Public,5
CAUSEWAY ST,Vacant,6
CAWFIELD ST,Public & Quasi-Public,1
CAWFIELD ST,Residential,8
CAWFIELD ST,Vacant,2
CAZENOVE ST,Residential,12
CAZENOVE ST,Vacant,1
CEDAR AV,Industrial,2
CEDAR AV,Vacant,2
CEDAR GROVE ,Residential,17
CEDAR GROVE ,Vacant,1
CEDAR LANE WY,Residential,15
CEDAR LANE WY,Vacant,1
CEDAR PK,Residential,4
CEDAR PK,Vacant,6
CEDAR PL,Residential,4
CEDAR RD,Public & Quasi-Public,10
CEDAR RD,Residential,2
CEDAR RD,Vacant,4
CEDAR SQ,Residential,1
CEDAR ST,Commercial,1
CEDAR ST,Public & Quasi-Public,14
CEDAR ST,Residential,75
CEDAR ST,Vacant,28
CEDARCREST CI,Residential,16
CEDARCREST LA,Residential,7
CEDARCREST RD,Residential,33
CEDARCREST TE,Residential,8
CEDARWOOD RD,Residential,13
CEDARWOOD RD,Vacant,3
CEDRIC ST,Commercial,2
CEDRIC ST,Vacant,5
CEDRUS AV,Commercial,1
CEDRUS AV,Public & Quasi-Public,1
CEDRUS AV,Residential,22
CEFALO RD,Residential,4
CELIA RD,Residential,5
CEMETERY LA,Vacant,1
CEMETERY RD,Public & Quasi-Public,41
CEMETERY RD ISLAND ,Public & Quasi-Public,1
CENACLE RD,Residential,1
CENTER PZ,Commercial,3
CENTERVALE PK,Public & Quasi-Public,1
CENTERVALE PK,Residential,15
CENTOLA ST,Commercial,1
CENTOLA ST,Vacant,1
CENTRAL AV,Commercial,2
CENTRAL AV,Industrial,1
CENTRAL AV,Public & Quasi-Public,4
CENTRAL AV,Residential,40
CENTRAL AV,Vacant,4
CENTRAL ST,Commercial,1
CENTRE AV,Residential,11
CENTRE AV,Residential (Mixed-Use),1
CENTRE CT,Residential,4
CENTRE CT,Vacant,1
CENTRE LA,Public & Quasi-Public,1
CENTRE LA,Residential,10
CENTRE LA,Vacant,2
CENTRE PL,Residential,5
CENTRE PL,Vacant,2
CENTRE ST,Commercial,146
CENTRE ST,Industrial,1
CENTRE ST,Public & Quasi-Public,80
CENTRE ST,Residential,441
CENTRE ST,Residential (Mixed-Use),23
CENTRE ST,Vacant,93
CENTRE STREET TE,Residential,1
CENTRE STREET TE,Vacant,2
CENTRE TE,Residential,17
CENTRE TE,Vacant,3
CERDAN AV,Public & Quasi-Public,1
CERDAN AV,Residential,40
CERINA RD,Residential,5
CEYLON ST,Commercial,1
CEYLON ST,Public & Quasi-Public,3
CEYLON ST,Residential,12
CEYLON ST,Vacant,2
CHADWICK ST,Public & Quasi-Public,2
CHADWICK ST,Vacant,10
CHAMBERLAIN ST,Residential,5
CHAMBLET ST,Public & Quasi-Public,3
CHAMBLET ST,Residential,9
CHAMBLET ST,Vacant,1
CHAMPLAIN CI,Residential,17
CHAMPNEY PL,Residential,1
CHAMPNEY ST,Residential,21
CHAMPNEY ST,Vacant,1
CHANDLER ST,Commercial,1
CHANDLER ST,Residential,22
CHANDLER ST,Vacant,1
CHANNEL CENTER ST,Commercial,4
CHANNEL CENTER ST,Industrial,2
CHANNEL CENTER ST,Residential,1
CHANNEL CENTER ST,Vacant,3
CHANNEL ST,Public & Quasi-Public,2
CHANNEL ST,Vacant,1
CHAPEL PL,Commercial,2
CHAPEL PL,Vacant,1
CHAPEL RD,Public & Quasi-Public,4
CHAPEL RD,Residential,2
CHAPEL RD,Vacant,2
CHAPIN AV,Residential,5
CHAPPIE ST,Residential,11
CHARLAME PL,Residential,2
CHARLAME ST,Residential,1
CHARLEMONT ST,Residential,15
CHARLES PARK RD,Commercial,3
CHARLES RD,Residential,1
CHARLES RIVER ,Public & Quasi-Public,1
CHARLES RIVER ,Vacant,3
CHARLES RIVER AV,Commercial,1
CHARLES RIVER AV,Public & Quasi-Public,2
CHARLES RIVER DAM ,Public & Quasi-Public,2
CHARLES RIVER SQ,Residential,19
CHARLES RIVER SQ,Vacant,9
CHARLES ST,Commercial,29
CHARLES ST,Public & Quasi-Public,17
CHARLES ST,Residential,107
CHARLES ST,Residential (Mixed-Use),13
CHARLES ST,Vacant,11
CHARLES STREET PL,Residential,1
CHARLES STREET SOUTH ,Commercial,3
CHARLES STREET SOUTH ,Public & Quasi-Public,1
CHARLES STREET SOUTH ,Residential,2
CHARLES STREET SOUTH ,Vacant,2
CHARLESGATE EAST ,Public & Quasi-Public,1
CHARLESGATE ST,Public & Quasi-Public,1
CHARLESGATE WEST ,Commercial,2
CHARLESGATE WEST ,Public & Quasi-Public,2
CHARLESVIEW ST,Residential,5
CHARLESVIEW ST,Vacant,1
CHARLOTTE ST,Public & Quasi-Public,1
CHARLOTTE ST,Residential,24
CHARLOTTE ST,Vacant,3
CHARME AV,Residential,24
CHARTER ST,Public & Quasi-Public,4
CHARTER ST,Residential,34
CHARTER ST,Residential (Mixed-Use),2
CHASE ST,Residential,12
CHASE ST,Vacant,3
CHATHAM RO,Public & Quasi-Public,2
CHATHAM ST,Commercial,2
CHATHAM ST,Industrial,1
CHATHAM ST,Public & Quasi-Public,1
CHATHAM ST,Vacant,1
CHAUCER ST,Residential,15
CHAUCER ST,Vacant,1
CHAUNCY ST,Commercial,2
CHAUNCY ST,Industrial,1
CHAUNCY ST,Public & Quasi-Public,1
CHAUNCY ST,Residential (Mixed-Use),1
CHEEVER CT,Residential,6
CHELLMAN ST,Residential,15
CHELMSFORD ST,Residential,32
CHELSEA CREEK ,Vacant,1
CHELSEA ST,Commercial,30
CHELSEA ST,Industrial,5
CHELSEA ST,Public & Quasi-Public,13
CHELSEA ST,Residential,211
CHELSEA ST,Residential (Mixed-Use),32
CHELSEA ST,Vacant,17
CHELSEA TE,Public & Quasi-Public,1
CHELSEA TE,Residential,1
CHEMICAL LA,Vacant,1
CHENEY ST,Commercial,1
CHENEY ST,Residential,10
CHENEY ST,Residential (Mixed-Use),5
CHENEY ST,Vacant,1
CHERITON RD,Public & Quasi-Public,1
CHERITON RD,Residential,4
CHERITON RD,Vacant,6
CHEROKEE ST,Residential,16
CHEROKEE ST,Vacant,2
CHERRY RD,Public & Quasi-Public,12
CHERRY RD,Residential,2
CHERRY RD,Vacant,5
CHERYL LA,Residential,8
CHESBROUGH RD,Residential,77
CHESHIRE ST,Residential,5
CHESTER PK,Residential,3
CHESTER PL,Residential,5
CHESTER PL,Vacant,1
CHESTER ST,Commercial,1
CHESTER ST,Public & Quasi-Public,2
CHESTER ST,Residential,24
CHESTERFIELD ST,Residential,48
CHESTERFIELD ST,Vacant,2
CHESTERTON ST,Commercial,1
CHESTERTON ST,Residential,9
CHESTERTON ST,Vacant,4
CHESTNUT AV,Commercial,1
CHESTNUT AV,Public & Quasi-Public,3
CHESTNUT AV,Residential,81
CHESTNUT AV,Vacant,10
CHESTNUT HILL AV,Commercial,18
CHESTNUT HILL AV,Public & Quasi-Public,7
CHESTNUT HILL AV,Residential,39
CHESTNUT HILL AV,Residential (Mixed-Use),4
CHESTNUT HILL AV,Vacant,1
CHESTNUT HILL DR,Public & Quasi-Public,2
CHESTNUT PL,Residential,4
CHESTNUT RD,Public & Quasi-Public,12
CHESTNUT RD,Residential,9
CHESTNUT RD,Vacant,11
CHESTNUT SQ,Residential,5
CHESTNUT ST,Commercial,1
CHESTNUT ST,Public & Quasi-Public,5
CHESTNUT ST,Residential,108
CHESTNUT ST,Residential (Mixed-Use),2
CHESTNUT ST,Vacant,1
CHESTNUT TE,Residential,4
CHEVERUS RD,Residential,8
CHICKAMAUGA PK,Vacant,5
CHICKATAWBUT ST,Industrial,1
CHICKATAWBUT ST,Residential,45
CHICKATAWBUT ST,Vacant,1
CHILCOTT PL,Commercial,1
CHILCOTT PL,Public & Quasi-Public,1
CHILCOTT PL,Residential,13
CHILCOTT PL,Vacant,1
CHILD ST,Public & Quasi-Public,2
CHILD ST,Residential,76
CHILD ST,Vacant,5
CHILTON RD,Residential,22
CHILTON RD,Vacant,2
CHIPMAN ST,Public & Quasi-Public,2
CHIPMAN ST,Residential,17
CHIPMAN ST,Vacant,2
CHISHOLM LA,Vacant,4
CHISHOLM RD,Residential,21
CHISHOLM TE,Residential,5
CHISWICK RD,Commercial,2
CHISWICK RD,Residential,32
CHISWICK TE,Residential,4
CHISWICK TE,Vacant,1
CHITTICK RD,Residential,47
CHITTICK RD,Vacant,2
CHOCORUA ST,Public & Quasi-Public,1
CHRISTOPHER ST,Commercial,5
CHRISTOPHER ST,Residential,4
CHRISTOPHER ST,Vacant,2
CHRISTY LA,Residential,2
CHURCH AV,Residential,1
CHURCH ST,Commercial,3
CHURCH ST,Public & Quasi-Public,5
CHURCH ST,Residential,105
CHURCH ST,Residential (Mixed-Use),1
CHURCH ST,Vacant,3
CHURCHILL RD,Residential,10
CIRCUIT SQ,Residential,4
CIRCUIT ST,Public & Quasi-Public,3
CIRCUIT ST,Residential,12
CIRCUIT ST,Vacant,2
CITY HALL AV,Public & Quasi-Public,1
CITY HALL SQ,Public & Quasi-Public,1
CITY POINT CT,Residential,6
CITY SQ,Commercial,1
CITY SQ,Public & Quasi-Public,1
CITY SQ,Vacant,2
CITY VIEW RD,Residential,6
CLANCY RD,Public & Quasi-Public,1
CLANCY RD,Residential,12
CLAPP ST,Commercial,4
CLAPP ST,Industrial,1
CLAPP ST,Public & Quasi-Public,1
CLAPP ST,Vacant,6
CLARE AV,Commercial,1
CLARE AV,Public & Quasi-Public,1
CLARE AV,Residential,67
CLARE AV,Vacant,1
CLAREMONT PK,Residential,18
CLAREMONT ST,Public & Quasi-Public,1
CLAREMONT ST,Residential,2
CLAREMONT ST,Vacant,3
CLARENCE ST,Residential,24
CLARENCE ST,Vacant,9
CLARENDON PK,Residential,2
CLARENDON PK,Vacant,1
CLARENDON ST,Commercial,6
CLARENDON ST,Public & Quasi-Public,9
CLARENDON ST,Residential,23
CLARENDON ST,Residential (Mixed-Use),1
CLARENDON ST,Vacant,1
CLARIDGE TE,Residential,5
CLARIDGE TE,Vacant,1
CLARK ST,Public & Quasi-Public,1
CLARK ST,Residential,6
CLARKEN CT,Residential,3
CLARKSON ST,Public & Quasi-Public,2
CLARKSON ST,Residential,39
CLARKSON ST,Vacant,6
CLARKWOOD ST,Residential,31
CLARKWOOD ST,Vacant,1
CLARON ST,Residential,6
CLAXTON ST,Residential,5
CLAXTON ST,Vacant,1
CLAY ST,Vacant,1
CLAYBOURNE ST,Public & Quasi-Public,6
CLAYBOURNE ST,Residential,32
CLAYBOURNE ST,Vacant,2
CLAYMONT TE,Residential,4
CLAYMONT TE,Vacant,1
CLAYMOSS RD,Residential,30
CLAYTON PL,Residential,1
CLAYTON ST,Commercial,2
CLAYTON ST,Industrial,1
CLAYTON ST,Public & Quasi-Public,2
CLAYTON ST,Residential,15
CLEARWATER DR,Public & Quasi-Public,1
CLEARWATER DR,Residential,24
CLEARWATER DR,Vacant,1
CLEARWAY ST,Residential,13
CLEARWAY ST,Residential (Mixed-Use),1
CLEARWAY ST,Vacant,1
CLEAVES ST,Residential,12
CLEMATIS ST,Residential,10
CLEMENT AV,Public & Quasi-Public,1
