st_loc,ptype,0
THACHER ST,111.0,4
THANE ST,101.0,6
THANE ST,104.0,2
THANE ST,105.0,4
THANE ST,111.0,1
THANE ST,125.0,2
THANE ST,132.0,1
THANE ST,976.0,1
THATCHER ST,31.0,1
THATCHER ST,101.0,20
THATCHER ST,104.0,12
THATCHER ST,105.0,2
THATCHER ST,130.0,1
THATCHER ST,132.0,4
THATCHER ST,907.0,1
THATCHER TE,130.0,1
THELMA RD,104.0,2
THELMA RD,105.0,6
THEODORE A GLYNN WY,390.0,1
THEODORE A GLYNN WY,414.0,1
THEODORE PARKER RD,101.0,24
THEODORE PARKER RD,104.0,6
THEODORE PARKER RD,106.0,1
THEODORE ST,101.0,1
THEODORE ST,104.0,2
THEODORE ST,105.0,14
THEODORE ST,106.0,2
THEODORE ST,130.0,1
THEODORE ST,132.0,2
THEODORE ST,902.0,1
THETFORD AV,101.0,3
THETFORD AV,104.0,27
THETFORD AV,105.0,15
THETFORD AV,111.0,1
THETFORD AV,131.0,1
THETFORD AV,132.0,2
THETFORD AV,985.0,2
THIRD AV,343.0,1
THIRD AV,985.0,1
THIRD AV,986.0,1
THIRD STREET PL,101.0,1
THIRTEENTH ST,306.0,1
THIRTEENTH ST,336.0,1
THIRTEENTH ST,343.0,1
THIRTEENTH ST,384.0,1
THIRTEENTH ST,393.0,4
THIRTEENTH ST,903.0,1
THIRTEENTH ST,973.0,1
THIRTEENTH ST,979.0,1
THIRTY FOOT ,132.0,1
THIRTY FT ST ZZ ,132.0,1
THOMAS PK,101.0,12
THOMAS PK,104.0,8
THOMAS PK,105.0,11
THOMAS PK,132.0,2
THOMAS PK,985.0,1
THOMAS ST,101.0,5
THOMAS ST,104.0,3
THOMAS ST,902.0,1
THOMAS ST,986.0,1
THOMPSON ISLAND ,985.0,1
THOMPSON PL,346.0,2
THOMPSON SQ,325.0,1
THOMPSON SQ,346.0,1
THOMPSON ST,101.0,49
THOMPSON ST,104.0,4
THOMPSON ST,105.0,1
THOMPSON ST,130.0,1
THOMPSON ST,132.0,5
THOMPSON ST,902.0,6
THOMSON PL,346.0,1
THOMSON PL,390.0,1
THORN ST,106.0,2
THORN ST,112.0,2
THORNDIKE ST,105.0,1
THORNDIKE ST,316.0,1
THORNDIKE ST,390.0,1
THORNDIKE ST,905.0,1
THORNDIKE ST,986.0,2
THORNLEY ST,101.0,13
THORNLEY ST,104.0,5
THORNLEY ST,105.0,5
THORNTON PL,101.0,2
THORNTON PL,104.0,2
THORNTON PL,132.0,2
THORNTON ST,101.0,11
THORNTON ST,104.0,15
THORNTON ST,105.0,12
THORNTON ST,111.0,2
THORNTON ST,130.0,3
THORNTON ST,132.0,5
THORNTON ST,902.0,1
THORNTON ST,985.0,7
THORNTON ST,986.0,1
THORNTON TE,101.0,1
THRUSH ST,101.0,6
THRUSH ST,132.0,2
THRUSH ST,902.0,1
THURLOW ST,101.0,7
THURLOW ST,104.0,3
THURSTON ST,101.0,12
THURSTON ST,104.0,5
THURSTON ST,105.0,4
THURSTON ST,106.0,1
THURSTON ST,132.0,11
THURSTON ST,390.0,1
THWING ST,101.0,8
THWING ST,104.0,3
THWING ST,902.0,1
THWING ST,985.0,1
TICKNOR ST,105.0,11
TIDE ST,343.0,1
TIDE ST,390.0,1
TILESBORO ST,101.0,6
TILESBORO ST,104.0,3
TILESTON PL,101.0,1
TILESTON ST,101.0,8
TILESTON ST,104.0,4
TILESTON ST,105.0,2
TILESTON ST,111.0,8
TILESTON ST,112.0,3
TILESTON ST,132.0,2
TILESTON ST,441.0,1
TILESTON ST,904.0,4
TILESTON ST,906.0,2
TILESTON ST,952.0,1
TILESTON ST,986.0,1
TILMAN ST,101.0,5
TINA AV,101.0,9
TINA AV,104.0,1
TINA AV,132.0,3
TIP TOP ST,101.0,4
TIP TOP ST,104.0,7
TIVERTON RD,101.0,8
TIVERTON RD,104.0,4
TOBIN BRIDGE ,986.0,1
TOBIN RD,101.0,16
TOBIN RD,132.0,1
TOLAND TE,985.0,1
TOLEDO TE,101.0,1
TOLEDO TE,104.0,1
TOLEDO TE,105.0,2
TOLL GATE WY,985.0,2
TOLMAN ST,101.0,4
TOLMAN ST,104.0,8
TOLMAN ST,105.0,6
TOLMAN ST,106.0,1
TOLMAN ST,130.0,1
TOLMAN ST,132.0,1
TOLMAN ST,319.0,1
TOLMAN ST,985.0,1
TONAWANDA ST,101.0,6
TONAWANDA ST,104.0,50
TONAWANDA ST,105.0,3
TONAWANDA ST,132.0,1
TONAWANDA ST,985.0,1
TOPALIAN ST,101.0,2
TOPALIAN ST,111.0,1
TOPALIAN ST,132.0,2
TOPALIAN ST,317.0,2
TOPALIAN ST,337.0,1
TOPALIAN ST,431.0,1
TOPEKA ST,317.0,1
TOPEKA ST,337.0,1
TOPEKA ST,342.0,1
TOPEKA ST,390.0,5
TOPLIFF ST,101.0,2
TOPLIFF ST,104.0,7
TOPLIFF ST,105.0,33
TOPLIFF ST,132.0,2
TOPLIFF ST,326.0,1
TORPIE ST,105.0,2
TORPIE ST,130.0,1
TORPIE ST,132.0,1
TORREY ST,101.0,3
TORREY ST,104.0,2
TORREY ST,105.0,11
TORREY ST,116.0,2
TORREY ST,130.0,1
TORREY ST,132.0,3
TORREY ST,332.0,1
TORREY ST,902.0,1
TORREY ST,908.0,4
TORREY ST,986.0,1
TOVAR ST,104.0,1
TOVAR ST,105.0,5
TOVAR ST,132.0,1
TOWER ST,31.0,1
TOWER ST,101.0,4
TOWER ST,104.0,8
TOWER ST,105.0,22
TOWER ST,132.0,4
TOWER ST,337.0,1
TOWNSEND ST,101.0,5
TOWNSEND ST,104.0,10
TOWNSEND ST,105.0,8
TOWNSEND ST,106.0,1
TOWNSEND ST,111.0,5
TOWNSEND ST,132.0,2
TOWNSEND ST,305.0,2
TOWNSEND ST,902.0,1
TOWNSEND ST,903.0,1
TOWNSEND ST,908.0,1
TOWNSEND ST,970.0,1
TOWNSEND ST,976.0,4
TOWNSEND ST,985.0,1
TRACTON AV,101.0,1
TRACTON AV,104.0,2
TRACTON AV,132.0,1
TRAIN ST,101.0,24
TRAIN ST,104.0,27
TRAIN ST,105.0,18
TRAIN ST,106.0,1
TRAIN ST,132.0,1
TRAIN ST,390.0,1
TRANSIT ST,105.0,2
TRAPELO ST,101.0,2
TRAPELO ST,104.0,13
TRAPELO ST,105.0,1
TRAVELER ST,13.0,1
TRAVELER ST,120.0,1
TRAVELER ST,312.0,1
TRAVELER ST,337.0,1
TRAVIS ST,344.0,1
TRAVIS ST,414.0,1
TRAVIS ST,904.0,1
TREADWAY RD,101.0,5
TREADWAY RD,104.0,2
TREADWAY RD,105.0,6
TRELAWNEY RD,101.0,1
TRELAWNEY RD,106.0,1
TREMLETT ST,101.0,21
TREMLETT ST,104.0,10
TREMLETT ST,111.0,1
TREMLETT ST,130.0,2
TREMLETT ST,132.0,1
TREMONT PL,130.0,2
TREMONT ST,13.0,68
TREMONT ST,26.0,3
TREMONT ST,27.0,1
TREMONT ST,31.0,26
TREMONT ST,101.0,24
TREMONT ST,104.0,10
TREMONT ST,105.0,26
TREMONT ST,111.0,18
TREMONT ST,112.0,8
TREMONT ST,120.0,1
TREMONT ST,121.0,1
TREMONT ST,125.0,5
TREMONT ST,130.0,5
TREMONT ST,131.0,1
TREMONT ST,132.0,6
TREMONT ST,300.0,4
TREMONT ST,319.0,6
TREMONT ST,320.0,5
TREMONT ST,326.0,1
TREMONT ST,328.0,1
TREMONT ST,329.0,3
TREMONT ST,334.0,2
TREMONT ST,336.0,2
TREMONT ST,342.0,1
TREMONT ST,344.0,6
TREMONT ST,346.0,2
TREMONT ST,347.0,1
TREMONT ST,353.0,2
TREMONT ST,361.0,1
TREMONT ST,387.0,1
TREMONT ST,390.0,1
TREMONT ST,391.0,1
TREMONT ST,424.0,1
TREMONT ST,901.0,1
TREMONT ST,902.0,4
TREMONT ST,903.0,5
TREMONT ST,904.0,3
TREMONT ST,905.0,1
TREMONT ST,906.0,1
TREMONT ST,907.0,2
TREMONT ST,908.0,7
TREMONT ST,941.0,1
TREMONT ST,945.0,1
TREMONT ST,951.0,1
TREMONT ST,952.0,1
TREMONT ST,953.0,1
TREMONT ST,974.0,1
TREMONT ST,976.0,2
TREMONT ST,977.0,4
TREMONT ST,978.0,1
TREMONT ST,985.0,27
TREMONT ST,986.0,11
TRENT ST,105.0,3
TRENT ST,106.0,1
TRENTON ST,13.0,1
TRENTON ST,101.0,16
TRENTON ST,104.0,44
TRENTON ST,105.0,67
TRENTON ST,106.0,2
TRENTON ST,109.0,1
TRENTON ST,111.0,7
TRENTON ST,130.0,1
TRENTON ST,132.0,1
TRENTON ST,317.0,2
TRENTON ST,320.0,1
TRENTON ST,976.0,1
TRESCOTT ST,101.0,3
TRESCOTT ST,104.0,1
TRESCOTT ST,105.0,4
TRIDENT ST,320.0,1
TRILLING WY,973.0,1
TRILLING WY,985.0,2
TRILLING WY,986.0,1
TRINITY PL,337.0,1
TRINITY PL,387.0,1
TRINITY TE,13.0,3
TRINITY TE,31.0,1
TRULL ST,101.0,3
TRULL ST,104.0,4
TRULL ST,105.0,5
TRULL ST,106.0,1
TRULL ST,111.0,2
TRULL ST,112.0,1
TRULL ST,132.0,2
TRULL ST,902.0,1
TRUMAN HW,101.0,44
TRUMAN HW,104.0,12
TRUMAN HW,105.0,7
TRUMAN HW,111.0,2
TRUMAN HW,112.0,2
TRUMAN HW,113.0,1
TRUMAN HW,130.0,2
TRUMAN HW,132.0,7
TRUMAN HW,319.0,3
TRUMAN HW,324.0,1
TRUMAN HW,334.0,1
TRUMAN HW,341.0,1
TRUMAN HW,343.0,1
TRUMAN HW,902.0,5
TRUMAN HW,905.0,1
TRUMAN HW,981.0,1
TRUMAN HW,985.0,5
TRUMAN PW,101.0,1
TRUMAN PW,105.0,1
TUCKER ST,104.0,1
TUCKER ST,132.0,4
TUCKER ST,903.0,1
TUCKER ST,986.0,2
TUCKERMAN ST,101.0,1
TUCKERMAN ST,104.0,3
TUCKERMAN ST,105.0,1
TUCKERMAN ST,391.0,1
TUDOR ST,101.0,15
TUDOR ST,105.0,1
TUDOR ST,106.0,1
TUDOR ST,130.0,1
TUDOR ST,132.0,7
TUDOR ST,317.0,1
TUDOR ST,336.0,1
TUDOR ST,337.0,2
TUFTS ST,379.0,1
TUFTS ST,908.0,1
TUPELO ST,101.0,5
TUPELO ST,104.0,1
TUPELO ST,105.0,1
TUPELO ST,111.0,1
TUPELO ST,130.0,1
TURNER ST,101.0,4
TURNER ST,104.0,13
TURNER ST,105.0,15
TURNER ST,985.0,1
TURTLE POND PW,101.0,47
TURTLE POND PW,104.0,1
TURTLE POND PW,132.0,10
TUTTLE ST,101.0,15
TUTTLE ST,104.0,9
TUTTLE ST,105.0,2
TUTTLE ST,121.0,1
TYLER ST,13.0,2
TYLER ST,31.0,19
TYLER ST,101.0,16
TYLER ST,104.0,11
TYLER ST,109.0,1
TYLER ST,111.0,1
TYLER ST,112.0,1
TYLER ST,130.0,1
TYLER ST,132.0,1
TYLER ST,326.0,3
TYLER ST,346.0,1
TYLER ST,387.0,4
TYLER ST,903.0,6
TYLER ST,905.0,1
TYLER ST,977.0,2
TYLER ST,985.0,1
TYNDALE ST,101.0,49
TYNDALE ST,104.0,12
TYNDALE ST,132.0,1
UFFORD ST,104.0,2
UFFORD ST,132.0,1
UFFORD ST,906.0,1
UNDINE RD,101.0,17
UNDINE RD,104.0,14
UNDINE RD,106.0,1
UNDINE RD,132.0,1
UNDINE RD,906.0,2
UNDINE RD,979.0,1
UNION AV,13.0,2
UNION AV,101.0,13
UNION AV,104.0,5
UNION AV,105.0,3
UNION AV,106.0,1
UNION AV,109.0,1
UNION AV,132.0,7
UNION AV,986.0,1
UNION PARK ST,13.0,3
UNION PARK ST,105.0,2
UNION PARK ST,111.0,10
UNION PARK ST,125.0,1
UNION PARK ST,344.0,1
UNION PARK ST,903.0,1
UNION PARK ST,985.0,3
UNION PK,13.0,1
UNION PK,101.0,7
UNION PK,104.0,1
UNION PK,105.0,3
UNION PK,111.0,13
UNION PK,121.0,1
UNION PK,985.0,1
UNION ST,31.0,3
UNION ST,101.0,18
UNION ST,104.0,12
UNION ST,105.0,14
UNION ST,106.0,2
UNION ST,111.0,3
UNION ST,130.0,3
UNION ST,132.0,4
UNION ST,326.0,2
UNION ST,344.0,2
UNION ST,908.0,2
UNION ST,985.0,1
UNITY CT,101.0,2
UNITY CT,104.0,1
UNITY CT,132.0,1
UNITY CT,985.0,5
UNITY ST,104.0,1
UNITY ST,105.0,4
UNITY ST,111.0,4
UNITY ST,112.0,1
UNITY ST,985.0,3
UNIVERSITY RD,977.0,1
UNIVERSITY RD,985.0,1
UPCREST RD,101.0,6
UPCREST RD,104.0,5
UPCREST RD,105.0,2
UPHAM AV,101.0,1
UPHAM AV,104.0,2
UPHAM AV,105.0,3
UPHAM CT,390.0,2
UPLAND AV,101.0,9
UPLAND AV,104.0,5
UPLAND AV,132.0,1
UPTON ST,13.0,1
UPTON ST,101.0,3
UPTON ST,104.0,2
UPTON ST,111.0,5
UPTON ST,121.0,1
UPTON ST,125.0,1
UPTON ST,132.0,5
UPTON ST,902.0,2
UPTON ST,907.0,2
UPTON ST,985.0,1
UTICA ST,337.0,2
VALE ST,101.0,8
VALE ST,104.0,1
VALE ST,105.0,1
VALE ST,130.0,2
VALE ST,132.0,1
VALE ST,902.0,2
VALE ST,903.0,1
VALENCIA RD,101.0,7
VALENTINE ST,13.0,1
VALENTINE ST,101.0,2
VALENTINE ST,111.0,1
VALENTINE ST,130.0,1
VALENTINE ST,329.0,1
VALENTINE ST,902.0,1
VALENTINE ST,985.0,16
VALLARO RD,101.0,13
VALLARO RD,104.0,5
VALLARO RD,130.0,1
VALLEY RD,101.0,23
VALLEY RD,132.0,1
VAN BRUNT ,101.0,3
VAN BRUNT ST,101.0,18
VAN NESS ST,336.0,1
VAN NESS ST,387.0,1
VAN WINKLE ST,101.0,9
VAN WINKLE ST,104.0,6
VAN WINKLE ST,105.0,5
VAN WINKLE ST,111.0,1
VAN WINKLE ST,132.0,1
VANCOUVER ST,13.0,1
VANCOUVER ST,105.0,1
VANCOUVER ST,123.0,1
VANCOUVER ST,977.0,4
VANDERBILT AV,101.0,5
VANDERBILT AV,132.0,5
VARICK RD,101.0,8
VARICK RD,104.0,1
VARNEY ST,101.0,4
VARNEY ST,104.0,1
VARNEY ST,132.0,1
VASSAR ST,101.0,2
VASSAR ST,104.0,7
VASSAR ST,105.0,12
VAUGHAN AV,101.0,1
VAUGHAN AV,104.0,10
VAUGHAN AV,130.0,2
VAUGHAN AV,132.0,4
VAUGHAN AV,317.0,1
VAUGHAN AV,440.0,4
VAUGHAN AV,905.0,1
VENDEN PL,105.0,1
VENICE ST,390.0,2
VENTURA ST,101.0,3
VENTURA ST,104.0,6
VENTURA ST,130.0,1
VENTURA ST,985.0,1
VERA ST,104.0,9
VERDUN ST,101.0,2
VERDUN ST,104.0,4
VERDUN ST,105.0,4
VERDUN ST,132.0,1
VERMONT ST,101.0,78
VERMONT ST,104.0,10
VERMONT ST,106.0,2
VERMONT ST,130.0,1
VERMONT ST,132.0,3
VERNDALE ST,101.0,4
VERNON PL,985.0,1
VERNON ST,101.0,17
VERNON ST,106.0,1
VERNON ST,132.0,6
VERNON ST,902.0,2
VERNON ST,903.0,4
VERNON ST,905.0,5
VERNON ST,970.0,1
VERONA ST,111.0,2
VERONA ST,132.0,1
VERRILL ST,105.0,9
VERRILL ST,111.0,2
VERRILL ST,132.0,1
VERSHIRE ST,101.0,10
VERSHIRE ST,104.0,3
VERSHIRE ST,105.0,3
VERSHIRE ST,106.0,1
VERSHIRE ST,132.0,1
VESPER ST,101.0,1
VESTA RD,104.0,1
VESTA RD,105.0,16
VESTA RD,132.0,2
VESTA RD,391.0,1
VFW PW,13.0,1
VFW PW,31.0,1
VFW PW,101.0,81
VFW PW,104.0,11
VFW PW,106.0,1
VFW PW,112.0,1
VFW PW,113.0,1
VFW PW,130.0,4
VFW PW,132.0,9
VFW PW,304.0,1
VFW PW,317.0,1
VFW PW,319.0,4
VFW PW,320.0,3
VFW PW,321.0,2
VFW PW,325.0,3
VFW PW,326.0,1
VFW PW,327.0,1
VFW PW,328.0,5
VFW PW,330.0,1
VFW PW,331.0,1
VFW PW,332.0,1
VFW PW,333.0,1
VFW PW,334.0,3
VFW PW,335.0,1
VFW PW,337.0,8
VFW PW,343.0,2
VFW PW,344.0,1
VFW PW,390.0,8
VFW PW,391.0,1
VFW PW,392.0,1
VFW PW,404.0,1
VFW PW,442.0,1
VFW PW,465.0,1
VFW PW,900.0,1
VFW PW,901.0,2
VFW PW,905.0,1
VFW PW,906.0,1
VFW PW,976.0,1
VFW PW,985.0,6
VFW PW,987.0,1
VICKSBURG ST,132.0,1
VICTOR ST,101.0,1
VICTOR ST,986.0,3
VICTORIA HEIGHTS RD,130.0,1
VICTORIA ST,101.0,10
VICTORIA ST,104.0,4
VICTORIA ST,105.0,6
VICTORY RD,13.0,1
VICTORY RD,101.0,4
VICTORY RD,104.0,3
VICTORY RD,105.0,9
VICTORY RD,113.0,1
VICTORY RD,320.0,1
VICTORY RD,332.0,1
VICTORY RD,337.0,2
VICTORY RD,384.0,1
VICTORY RD,390.0,2
VICTORY RD,427.0,1
VICTORY RD,905.0,1
VICTORY RD,925.0,1
VICTORY RD,970.0,1
VICTORY RD,980.0,1
VICTORY RD,982.0,1
VICTORY RD,985.0,3
VIENNA ST,901.0,2
VIENNA ST,902.0,1
VIENNA ST,985.0,7
VIEW SOUTH AV,105.0,1
VIKING ST,101.0,2
VIKING ST,104.0,4
VIKING ST,105.0,1
VIKING TE,101.0,5
VIKING TE,902.0,1
VILLAGE CT,908.0,2
VINAL ST,112.0,2
VINAL ST,113.0,1
VINCENT RD,101.0,21
VINE AV,112.0,1
VINE AV,132.0,1
VINE ST,105.0,4
VINE ST,109.0,1
VINE ST,125.0,1
VINE ST,130.0,1
VINE ST,132.0,1
VINE ST,320.0,1
VINE ST,902.0,2
VINE ST,906.0,1
VINE ST,975.0,1
VINE ST,985.0,1
VINE ST,986.0,2
VINELAND ST,13.0,1
VINELAND ST,101.0,1
VINELAND ST,104.0,3
VINELAND ST,105.0,3
VINELAND ST,111.0,1
VINELAND ST,132.0,4
VINELAND ST,317.0,1
VINELAND ST,337.0,3
VINING ST,985.0,1
VINING ST,987.0,1
VINSON ST,101.0,14
VINSON ST,104.0,5
VINSON ST,105.0,2
VINSON ST,985.0,1
VINTON ST,101.0,3
VINTON ST,104.0,3
VINTON ST,105.0,8
VINTON ST,111.0,1
VINTON ST,132.0,1
VIOLANTE ST,101.0,3
VIOLANTE ST,104.0,4
VIOLANTE ST,105.0,1
VIOLANTE ST,902.0,1
VIOLET ST,101.0,25
VIOLET ST,132.0,2
VIOLET ST,902.0,2
VIRGIL RD,101.0,5
VIRGIL RD,104.0,4
VIRGINIA ST,101.0,16
VIRGINIA ST,104.0,11
VIRGINIA ST,105.0,1
VIRGINIA ST,317.0,1
VIRGINIA ST,902.0,1
VIRGINIA ST,905.0,1
VIRGINIA ST,985.0,3
VIRGINIA ST,986.0,1
VISTA ST,101.0,15
VISTA ST,104.0,2
VISTA ST,106.0,1
VOGEL ST,101.0,50
VOGEL ST,104.0,1
VOGEL ST,106.0,1
VOGEL ST,132.0,2
VON HILLERN ST,316.0,3
VON HILLERN ST,317.0,1
VON HILLERN ST,390.0,1
VON HILLERN ST,985.0,1
VON HILLERN ST,986.0,1
VOSE AV,101.0,7
VOSE AV,104.0,3
VOSE AV,132.0,2
W BELLFLOWER ST,104.0,1
W BELLFLOWER ST,105.0,4
W BELLFLOWER ST,132.0,1
W BELLFLOWER ST,318.0,1
W BELLFLOWER ST,332.0,1
W BOUNDARY RD,101.0,1
W BOUNDARY RD,104.0,1
W BOUNDARY RD,106.0,1
W BOUNDARY RD,132.0,6
W BOUNDARY RD,976.0,1
W BOUNDARY RD,985.0,2
W BROADWAY ,13.0,34
W BROADWAY ,25.0,1
W BROADWAY ,26.0,4
W BROADWAY ,27.0,5
W BROADWAY ,31.0,6
W BROADWAY ,111.0,2
W BROADWAY ,300.0,1
W BROADWAY ,311.0,1
W BROADWAY ,319.0,2
W BROADWAY ,320.0,5
W BROADWAY ,324.0,1
W BROADWAY ,326.0,3
W BROADWAY ,327.0,2
W BROADWAY ,328.0,1
W BROADWAY ,333.0,1
W BROADWAY ,337.0,3
W BROADWAY ,341.0,6
W BROADWAY ,343.0,2
W BROADWAY ,353.0,1
W BROADWAY ,362.0,1
W BROADWAY ,376.0,1
W BROADWAY ,390.0,11
W BROADWAY ,405.0,1
W BROADWAY ,975.0,1
W BROADWAY ,985.0,7
W BROADWAY ,986.0,4
W BROADWAY ST,13.0,2
W BROOKLINE ST,13.0,2
W BROOKLINE ST,101.0,22
W BROOKLINE ST,104.0,7
W BROOKLINE ST,105.0,3
W BROOKLINE ST,106.0,1
W BROOKLINE ST,111.0,2
W BROOKLINE ST,112.0,1
W BROOKLINE ST,902.0,1
W BROOKLINE ST,907.0,2
W CANTON ST,13.0,2
W CANTON ST,101.0,29
W CANTON ST,104.0,8
W CANTON ST,105.0,3
W CANTON ST,112.0,1
W CANTON ST,908.0,1
W CEDAR ST,13.0,4
W CEDAR ST,31.0,1
W CEDAR ST,101.0,44
W CEDAR ST,104.0,4
W CEDAR ST,105.0,1
W CEDAR ST,111.0,10
W CEDAR ST,112.0,7
W CEDAR ST,973.0,1
W CONCORD ST,13.0,4
W CONCORD ST,101.0,5
W CONCORD ST,104.0,3
W CONCORD ST,105.0,2
W CONCORD ST,111.0,18
W CONCORD ST,121.0,1
W CONCORD ST,132.0,2
W CONCORD ST,985.0,1
W COTTAGE ST,101.0,4
W COTTAGE ST,104.0,10
W COTTAGE ST,105.0,14
W COTTAGE ST,106.0,1
W COTTAGE ST,111.0,7
W COTTAGE ST,114.0,2
W COTTAGE ST,130.0,2
W COTTAGE ST,132.0,4
W COTTAGE ST,390.0,2
W COTTAGE ST,902.0,1
W COTTAGE ST,903.0,1
W COTTAGE ST,907.0,1
W COTTAGE ST,986.0,8
W DEDHAM ST,13.0,1
W DEDHAM ST,907.0,2
W DEDHAM ST,908.0,1
W DEDHAM ST,985.0,1
W EAGLE ST,101.0,5
W EAGLE ST,104.0,12
W EAGLE ST,105.0,33
W EAGLE ST,106.0,3
W EAGLE ST,111.0,1
W EAGLE ST,130.0,1
W EIGHTH ST,101.0,19
W EIGHTH ST,104.0,7
W EIGHTH ST,105.0,12
W EIGHTH ST,106.0,1
W EIGHTH ST,132.0,5
W EIGHTH ST,390.0,6
W EIGHTH ST,391.0,2
W EIGHTH ST,906.0,4
W FIFTH ST,13.0,1
W FIFTH ST,26.0,1
W FIFTH ST,101.0,20
W FIFTH ST,104.0,15
W FIFTH ST,105.0,15
W FIFTH ST,111.0,2
W FIFTH ST,130.0,1
W FIFTH ST,132.0,3
W FIFTH ST,316.0,1
W FIFTH ST,390.0,3
W FIFTH ST,401.0,1
W FIFTH ST,902.0,1
W FIFTH ST,985.0,1
W FIFTH ST,986.0,1
W FIRST ST,113.0,1
W FIRST ST,316.0,3
W FIRST ST,317.0,3
W FIRST ST,332.0,4
W FIRST ST,336.0,1
W FIRST ST,343.0,1
W FIRST ST,390.0,4
W FIRST ST,400.0,1
W FIRST ST,404.0,1
W FIRST ST,440.0,2
W FIRST ST,441.0,1
W FIRST ST,901.0,1
W FIRST ST,986.0,1
W FOURTH ST,13.0,1
W FOURTH ST,27.0,1
W FOURTH ST,101.0,22
W FOURTH ST,104.0,16
W FOURTH ST,105.0,11
W FOURTH ST,109.0,1
W FOURTH ST,111.0,1
W FOURTH ST,112.0,1
W FOURTH ST,125.0,1
W FOURTH ST,132.0,1
W FOURTH ST,353.0,1
W FOURTH ST,387.0,1
W FOURTH ST,390.0,3
W FOURTH ST,402.0,1
W FOURTH ST,901.0,1
W FOURTH ST,985.0,7
W FOURTH ST,986.0,2
W HAVEN ST,132.0,1
W HILL PL,101.0,4
W HILL PL,111.0,1
W HILL PL,132.0,4
W HOWELL ST,335.0,1
W HOWELL ST,390.0,3
W HOWELL ST,407.0,1
W MILTON ST,31.0,1
W MILTON ST,101.0,45
W MILTON ST,104.0,13
W MILTON ST,105.0,1
W MILTON ST,106.0,5
W MILTON ST,130.0,1
W MILTON ST,132.0,2
W MILTON ST,906.0,1
W MILTON ST,985.0,2
W NEWTON ST,13.0,4
W NEWTON ST,31.0,1
W NEWTON ST,101.0,24
W NEWTON ST,104.0,15
W NEWTON ST,105.0,4
W NEWTON ST,111.0,12
W NEWTON ST,112.0,7
W NEWTON ST,121.0,2
W NEWTON ST,132.0,4
W NEWTON ST,905.0,1
W NEWTON ST,908.0,2
W NEWTON ST,985.0,4
W NEWTON ST,986.0,1
W NINTH ST,13.0,1
W NINTH ST,101.0,17
W NINTH ST,104.0,1
W NINTH ST,105.0,7
W NINTH ST,111.0,1
W NINTH ST,130.0,3
W NINTH ST,132.0,5
W NINTH ST,332.0,1
W NINTH ST,402.0,1
W PARK ST,104.0,1
W PARK ST,105.0,2
W PARK ST,111.0,1
W PARK ST,130.0,1
W ROXBURY PW,101.0,80
W ROXBURY PW,104.0,1
W ROXBURY PW,132.0,7
W ROXBURY PW,901.0,1
W ROXBURY PW,906.0,1
W ROXBURY PW,985.0,3
W RUTLAND SQ,101.0,2
W RUTLAND SQ,104.0,2
W RUTLAND SQ,105.0,1
W RUTLAND SQ,112.0,1
W RUTLAND SQ,908.0,1
W SCHOOL ST,13.0,1
W SECOND ST,13.0,1
W SECOND ST,101.0,12
W SECOND ST,104.0,5
W SECOND ST,105.0,12
W SECOND ST,111.0,1
W SECOND ST,112.0,2
W SECOND ST,113.0,2
W SECOND ST,127.0,2
W SECOND ST,130.0,1
W SECOND ST,316.0,1
W SECOND ST,337.0,2
W SECOND ST,343.0,1
W SECOND ST,390.0,3
W SECOND ST,400.0,1
W SECOND ST,440.0,1
W SECOND ST,905.0,1
W SECOND ST,924.0,1
W SECOND ST,962.0,1
W SECOND ST,986.0,2
W SELDEN ST,101.0,38
W SELDEN ST,104.0,66
W SELDEN ST,105.0,3
W SELDEN ST,106.0,3
W SELDEN ST,109.0,1
W SELDEN ST,130.0,2
W SELDEN ST,131.0,1
W SELDEN ST,132.0,12
W SELDEN ST,390.0,1
W SEVENTH ST,13.0,1
W SEVENTH ST,26.0,1
W SEVENTH ST,101.0,9
W SEVENTH ST,104.0,10
W SEVENTH ST,105.0,15
W SEVENTH ST,132.0,4
W SEVENTH ST,332.0,1
W SEVENTH ST,337.0,1
W SEVENTH ST,390.0,3
W SEVENTH ST,391.0,10
W SIXTH ST,101.0,11
W SIXTH ST,104.0,3
W SIXTH ST,105.0,10
W SIXTH ST,132.0,5
W SIXTH ST,976.0,2
W SIXTH ST,985.0,1
W SIXTH ST,986.0,4
W SORRENTO ST,104.0,2
W SORRENTO ST,317.0,1
W SORRENTO ST,407.0,1
W SORRENTO ST,440.0,4
W SPRINGFIELD ST,13.0,4
W SPRINGFIELD ST,101.0,11
W SPRINGFIELD ST,104.0,1
W SPRINGFIELD ST,105.0,4
W SPRINGFIELD ST,111.0,11
W SPRINGFIELD ST,125.0,8
W SPRINGFIELD ST,132.0,1
W SPRINGFIELD ST,905.0,6
W SPRINGFIELD ST,985.0,1
W THIRD ST,13.0,2
W THIRD ST,26.0,1
W THIRD ST,101.0,39
W THIRD ST,104.0,20
W THIRD ST,105.0,21
W THIRD ST,106.0,1
W THIRD ST,111.0,3
W THIRD ST,112.0,1
W THIRD ST,130.0,4
W THIRD ST,131.0,1
W THIRD ST,132.0,10
W THIRD ST,327.0,2
W THIRD ST,337.0,1
W THIRD ST,343.0,2
W THIRD ST,390.0,4
