st_loc,building_typology,0
BAKER CT,Multi-Family (7-30 units),1
BAKER CT,Single-Family,2
BAKER PL,Multi-Family (2 units),3
BAKER PL,Multi-Family (4-6 units),1
BAKER PL,Single-Family,3
BAKER PL,Vacant,2
BAKER ST,Convention/Assembly,1
BAKER ST,Garage,1
BAKER ST,Multi-Family (2 units),23
BAKER ST,Multi-Family (3 units),2
BAKER ST,Multi-Family (31-99 units),4
BAKER ST,Multi-Family (4-6 units),2
BAKER ST,Office,5
BAKER ST,Residential (Mixed-Use),1
BAKER ST,Restaurant,1
BAKER ST,Retail,3
BAKER ST,School,1
BAKER ST,Single-Family,96
BAKER ST,Vacant,12
BAKERS AL,Residential (Mixed-Use),1
BAKERSFIELD ST,Multi-Family (2 units),3
BAKERSFIELD ST,Multi-Family (3 units),5
BAKERSFIELD ST,Multi-Family (31-99 units),1
BAKERSFIELD ST,Multi-Family (7-30 units),1
BAKERSFIELD ST,Single-Family,3
BALDWIN PL,Garage,2
BALDWIN PL,Multi-Family (2 units),2
BALDWIN PL,Multi-Family (4-6 units),6
BALDWIN PL,Multi-Family (7-30 units),1
BALDWIN ST,Garage,1
BALDWIN ST,Multi-Family (2 units),9
BALDWIN ST,Multi-Family (3 units),5
BALDWIN ST,Single-Family,38
BALDWIN ST,Vacant,5
BALFOUR ST,Multi-Family (3 units),8
BALFOUR ST,Single-Family,2
BALFOUR ST,Vacant,2
BALINA PL,Multi-Family (2 units),1
BALINA PL,Multi-Family (3 units),1
BALINA PL,Vacant,1
BALL ST,Multi-Family (31-99 units),1
BALLARD ST,Multi-Family (2 units),2
BALLARD ST,Multi-Family (3 units),4
BALLARD ST,Single-Family,2
BALLARD WY,Multi-Family (2 units),1
BALLIN PL,Vacant,1
BALLOU AV,Multi-Family (2 units),22
BALLOU AV,Multi-Family (3 units),13
BALLOU AV,Multi-Family (4-6 units),3
BALLOU AV,Office,8
BALLOU AV,Single-Family,6
BALLOU AV,Vacant,15
BALLOU PL,Single-Family,1
BALMORAL PK,Multi-Family (2 units),3
BALSAM ST,Convention/Assembly,1
BALSAM ST,Single-Family,14
BALSAM ST,Worship,2
BANCROFT ST,Multi-Family (2 units),1
BANCROFT ST,Single-Family,2
BANFIELD AV,Single-Family,14
BANFIELD AV,Vacant,1
BANGOR RD,Single-Family,9
BANKS ST,Single-Family,2
BANKS ST,Vacant,2
BANTON ST,Medical/Lab/Production,1
BANTON ST,Multi-Family (3 units),4
BANTON ST,Vacant,1
BANTON ST,Warehouse,2
BANTRY WY,Multi-Family (2 units),2
BANTRY WY,Single-Family,4
BARBARA ST,Garage,1
BARBARA ST,Multi-Family (2 units),1
BARCLAY RD,Single-Family,10
BARD AV,Multi-Family (3 units),1
BARD AV,Vacant,3
BARDWELL ST,Multi-Family (2 units),6
BARDWELL ST,Multi-Family (3 units),5
BARDWELL ST,Multi-Family (4-6 units),1
BARDWELL ST,Single-Family,3
BARDWELL ST,Vacant,1
BARKER ST,Multi-Family (2 units),1
BARKER ST,Single-Family,1
BARLOW ST,Office,4
BARLOW ST,Vacant,2
BARNA RD,Single-Family,14
BARNARD PL,Single-Family,12
BARNES AV,Multi-Family (2 units),24
BARNES AV,Multi-Family (3 units),17
BARNES AV,Single-Family,12
BARNES AV,Vacant,3
BARRETT AV,Multi-Family (3 units),1
BARRETT AV,Single-Family,1
BARRETT AV,Vacant,4
BARRINGTON RD,Multi-Family (2 units),3
BARRINGTON RD,Single-Family,5
BARROWS ST,Multi-Family (2 units),1
BARROWS ST,Multi-Family (3 units),2
BARROWS ST,Multi-Family (7-30 units),3
BARRY PK,Multi-Family (2 units),1
BARRY PK,Single-Family,2
BARRY ST,Multi-Family (2 units),11
BARRY ST,Multi-Family (3 units),21
BARRY ST,Multi-Family (4-6 units),1
BARRY ST,Retail,1
BARRY ST,Single-Family,5
BARRY ST,Vacant,5
BARSTOW ST,Multi-Family (2 units),1
BARSTOW ST,Single-Family,4
BARTLETT AV,Single-Family,2
BARTLETT AV,Vacant,2
BARTLETT PL,Multi-Family (4-6 units),3
BARTLETT SQ,Garage,2
BARTLETT SQ,Office,1
BARTLETT ST,Multi-Family (2 units),4
BARTLETT ST,Multi-Family (3 units),12
BARTLETT ST,Multi-Family (4-6 units),1
BARTLETT ST,Office,1
BARTLETT ST,Residential (Mixed-Use),7
BARTLETT ST,Single-Family,35
BARTLETT ST,Vacant,14
BASILE ST,Multi-Family (2 units),3
BASILE ST,School,2
BASILE ST,Single-Family,5
BASTO TE,Multi-Family (2 units),4
BASTO TE,Single-Family,8
BATCHELDER ST,Multi-Family (2 units),4
BATCHELDER ST,Multi-Family (3 units),5
BATCHELDER ST,Multi-Family (4-6 units),1
BATCHELDER ST,Office,2
BATCHELDER ST,Single-Family,3
BATCHELDER ST,Vacant,5
BATEMAN ST,Multi-Family (2 units),15
BATEMAN ST,Single-Family,36
BATEMAN ST,Vacant,1
BATESWELL RD,Single-Family,12
BATTERY ST,Multi-Family (4-6 units),3
BATTERY ST,Multi-Family (7-30 units),3
BATTERYMARCH ST,Garage,1
BATTERYMARCH ST,Hotel,1
BATTERYMARCH ST,Multi-Family (7-30 units),1
BATTERYMARCH ST,Office,2
BATTERYMARCH ST,Restaurant,1
BAXTER ST,Multi-Family (2 units),5
BAXTER ST,Multi-Family (3 units),4
BAXTER ST,Single-Family,12
BAXTER ST,Vacant,30
BAY ST,Medical/Lab/Production,1
BAY ST,Multi-Family (3 units),2
BAY ST,Office,1
BAY ST,Single-Family,2
BAY ST,Warehouse,1
BAY STATE PL,Multi-Family (2 units),3
BAY STATE PL,Single-Family,1
BAY STATE RD,Convention/Assembly,70
BAY STATE RD,Hotel,1
BAY STATE RD,Multi-Family (2 units),1
BAY STATE RD,Multi-Family (4-6 units),12
BAY STATE RD,Multi-Family (7-30 units),34
BAY STATE RD,Office,1
BAY STATE RD,Single-Family,1
BAY STATE RD,Vacant,3
BAY VIEW PL,Single-Family,3
BAYARD ST,Multi-Family (2 units),16
BAYARD ST,Multi-Family (3 units),1
BAYARD ST,Single-Family,2
BAYARD ST,Vacant,1
BAYSIDE ST,Multi-Family (3 units),7
BAYSWATER ST,Multi-Family (2 units),27
BAYSWATER ST,Multi-Family (3 units),8
BAYSWATER ST,Retail,1
BAYSWATER ST,Single-Family,10
BAYSWATER ST,Vacant,1
BEACH ST,Convention/Assembly,2
BEACH ST,Garage,1
BEACH ST,Multi-Family (2 units),4
BEACH ST,Multi-Family (31-99 units),1
BEACH ST,Multi-Family (4-6 units),4
BEACH ST,Multi-Family (7-30 units),1
BEACH ST,Office,1
BEACH ST,Single-Family,2
BEACH ST,Vacant,1
BEACHVIEW RD,Multi-Family (2 units),9
BEACHVIEW RD,Multi-Family (3 units),2
BEACHVIEW RD,School,1
BEACHVIEW RD,Single-Family,22
BEACHVIEW RD,Vacant,3
BEACON ST,Convention/Assembly,24
BEACON ST,Garage,3
BEACON ST,Hotel,3
BEACON ST,Multi-Family (2 units),19
BEACON ST,Multi-Family (3 units),13
BEACON ST,Multi-Family (31-99 units),1
BEACON ST,Multi-Family (4-6 units),34
BEACON ST,Multi-Family (7-30 units),91
BEACON ST,Office,20
BEACON ST,Residential (Mixed-Use),1
BEACON ST,Restaurant,4
BEACON ST,Retail,6
BEACON ST,School,1
BEACON ST,Single-Family,59
BEACON ST,Vacant,7
BEAL PL,Vacant,2
BEALE ST,Multi-Family (3 units),2
BEALE ST,Multi-Family (7-30 units),1
BEALE ST,Vacant,1
BEARSE AV,Multi-Family (2 units),9
BEARSE AV,Multi-Family (3 units),3
BEARSE AV,Office,1
BEARSE AV,Single-Family,10
BEARSE AV,Vacant,6
BEAUFIELD ST,Single-Family,9
BEAUFIELD ST,Vacant,3
BEAUFORT RD,Single-Family,1
BEAUMONT ST,Multi-Family (2 units),10
BEAUMONT ST,Multi-Family (3 units),3
BEAUMONT ST,Single-Family,18
BEAUMONT ST,Vacant,2
BEAVER PL,Single-Family,4
BEAVER ST,Multi-Family (2 units),8
BEAVER ST,Multi-Family (3 units),2
BEAVER ST,Office,1
BEAVER ST,Single-Family,28
BEAVER ST,Vacant,1
BECKET ST,Multi-Family (2 units),5
BECKET ST,Multi-Family (3 units),5
BECKET ST,Single-Family,4
BECKET ST,Vacant,2
BECKLER AV,Multi-Family (2 units),8
BECKLER AV,Multi-Family (3 units),2
BECKLER AV,Single-Family,3
BEDFORD ST,Office,1
BEDFORD ST,Retail,1
BEDFORD ST,Vacant,2
BEECH GLEN ST,Multi-Family (2 units),4
BEECH GLEN ST,Multi-Family (3 units),7
BEECH GLEN ST,Multi-Family (4-6 units),1
BEECH GLEN ST,Office,1
BEECH GLEN ST,Single-Family,6
BEECH GLEN ST,Vacant,1
BEECH ST,Convention/Assembly,1
BEECH ST,Garage,1
BEECH ST,Multi-Family (2 units),53
BEECH ST,Multi-Family (3 units),9
BEECH ST,Multi-Family (4-6 units),1
BEECH ST,Office,1
BEECH ST,Retail,1
BEECH ST,School,2
BEECH ST,Single-Family,133
BEECH ST,Vacant,6
BEECHCROFT ST,Multi-Family (3 units),13
BEECHCROFT ST,Multi-Family (4-6 units),19
BEECHCROFT ST,School,2
BEECHER ST,Multi-Family (3 units),2
BEECHER ST,Multi-Family (4-6 units),5
BEECHMONT FW,Office,3
BEECHMONT FW,Vacant,2
BEECHMONT ST,Office,5
BEECHMONT ST,Single-Family,31
BEECHMONT ST,Vacant,2
BEECHMONT TE,Office,2
BEECHMONT TE,Single-Family,17
BEECHWOOD ST,Multi-Family (2 units),5
BEECHWOOD ST,Residential (Mixed-Use),1
BEECHWOOD ST,Vacant,2
BEETHOVEN ST,Multi-Family (2 units),7
BEETHOVEN ST,Multi-Family (4-6 units),1
BEETHOVEN ST,Single-Family,8
BEETHOVEN ST,Vacant,1
BELDEN SQ,Garage,2
BELDEN ST,Multi-Family (2 units),12
BELDEN ST,Multi-Family (3 units),3
BELDEN ST,Office,1
BELDEN ST,Single-Family,6
BELDEN ST,Vacant,6
BELFORT ST,Multi-Family (2 units),6
BELFORT ST,Multi-Family (3 units),5
BELFORT ST,Multi-Family (4-6 units),1
BELFORT ST,Single-Family,4
BELGRADE AV,Garage,3
BELGRADE AV,Multi-Family (2 units),16
BELGRADE AV,Multi-Family (3 units),34
BELGRADE AV,Multi-Family (4-6 units),9
BELGRADE AV,Multi-Family (7-30 units),2
BELGRADE AV,Office,8
BELGRADE AV,Residential (Mixed-Use),3
BELGRADE AV,Retail,12
BELGRADE AV,Single-Family,24
BELGRADE AV,Vacant,5
BELGRADE AV,Warehouse,6
BELGRAVIA PL,Multi-Family (2 units),1
BELL CT,Multi-Family (2 units),1
BELL CT,Multi-Family (3 units),1
BELL CT,Vacant,6
BELLAIRE RD,Single-Family,17
BELLAMY ST,Multi-Family (2 units),1
BELLAMY ST,Single-Family,18
BELLE AV,Single-Family,35
BELLE AV,Vacant,7
BELLE ISLE INLET ,Garage,1
BELLE ISLE INLET ,Vacant,1
BELLEVUE HILL RD,Single-Family,17
BELLEVUE HILL RD,Vacant,2
BELLEVUE ST,Convention/Assembly,1
BELLEVUE ST,Multi-Family (2 units),13
BELLEVUE ST,Multi-Family (3 units),19
BELLEVUE ST,Multi-Family (4-6 units),2
BELLEVUE ST,Multi-Family (7-30 units),2
BELLEVUE ST,Office,1
BELLEVUE ST,Retail,1
BELLEVUE ST,Single-Family,78
BELLEVUE ST,Vacant,5
BELLFLOWER ST,Multi-Family (3 units),9
BELLFLOWER ST,Multi-Family (>= 100 units),1
BELLFLOWER ST,Single-Family,1
BELLFLOWER ST,Vacant,3
BELLINGHAM PL,Single-Family,4
BELLVISTA RD,Multi-Family (2 units),3
BELLVISTA RD,Multi-Family (3 units),1
BELLVISTA RD,Multi-Family (4-6 units),1
BELLVISTA RD,Multi-Family (7-30 units),2
BELMONT PL,Vacant,1
BELMONT ST,Multi-Family (2 units),1
BELMONT ST,Multi-Family (3 units),1
BELMONT ST,Single-Family,20
BELMONT ST,Vacant,4
BELMORE TE,Multi-Family (2 units),2
BELMORE TE,Multi-Family (3 units),2
BELNAP RD,Single-Family,8
BELNEL RD,Multi-Family (2 units),11
BELNEL RD,Office,1
BELNEL RD,Single-Family,34
BELNEL RD,Vacant,1
BELTON ST,Single-Family,18
BELVIDERE ST,Hotel,1
BELVIDERE ST,Multi-Family (7-30 units),1
BELVIDERE ST,Office,1
BELVIDERE ST,Worship,2
BENNET PL,Single-Family,4
BENNET ST,Medical/Lab/Production,1
BENNETT ST,Convention/Assembly,1
BENNETT ST,Garage,1
BENNETT ST,Multi-Family (2 units),34
BENNETT ST,Multi-Family (3 units),4
BENNETT ST,Multi-Family (4-6 units),1
BENNETT ST,Single-Family,16
BENNINGTON ST,Garage,2
BENNINGTON ST,Multi-Family (2 units),69
BENNINGTON ST,Multi-Family (3 units),142
BENNINGTON ST,Multi-Family (4-6 units),7
BENNINGTON ST,Multi-Family (7-30 units),2
BENNINGTON ST,Office,11
BENNINGTON ST,Residential (Mixed-Use),31
BENNINGTON ST,Restaurant,11
BENNINGTON ST,Retail,20
BENNINGTON ST,School,4
BENNINGTON ST,Single-Family,49
BENNINGTON ST,Vacant,19
BENNINGTON ST,Warehouse,7
BENSON ST,Multi-Family (2 units),2
BENSON ST,Multi-Family (3 units),2
BENTHAM RD,Multi-Family (2 units),11
BENTHAM RD,Multi-Family (3 units),1
BENTLEY ST,Multi-Family (2 units),8
BENTLEY ST,Multi-Family (3 units),1
BENTLEY ST,Single-Family,2
BERKELEY ST,Hotel,2
BERKELEY ST,Multi-Family (2 units),1
BERKELEY ST,Multi-Family (4-6 units),1
BERKELEY ST,Multi-Family (7-30 units),3
BERKELEY ST,Office,6
BERKELEY ST,Residential (Mixed-Use),6
BERKELEY ST,Retail,1
BERKELEY ST,School,1
BERKELEY ST,Vacant,3
BERKSHIRE ST,Multi-Family (3 units),1
BERKSHIRE ST,Single-Family,1
BERNARD ST,Multi-Family (2 units),7
BERNARD ST,Multi-Family (3 units),6
BERNARD ST,Office,2
BERNARD ST,Single-Family,9
BERNARD ST,Vacant,2
BERNICE ST,Single-Family,1
BERRY ST,Multi-Family (2 units),1
BERRY ST,Single-Family,1
BERRY ST,Vacant,2
BERTRAM ST,Retail,1
BERTSON AV,Single-Family,16
BERWICK ST,Single-Family,13
BERWICK ST,Vacant,1
BERYL ST,Multi-Family (2 units),3
BERYL ST,Single-Family,17
BERYL ST,Vacant,1
BEXLEY RD,Garage,1
BEXLEY RD,Multi-Family (2 units),9
BEXLEY RD,Multi-Family (3 units),1
BEXLEY RD,Single-Family,17
BICKFORD AV,Multi-Family (3 units),2
BICKFORD AV,Multi-Family (4-6 units),1
BICKFORD AV,Office,1
BICKFORD AV,Single-Family,4
BICKFORD ST,Multi-Family (2 units),1
BICKFORD ST,Office,3
BICKFORD ST,Supermarket,1
BICKFORD ST,Vacant,12
BICKNELL ST,Multi-Family (2 units),9
BICKNELL ST,Multi-Family (3 units),6
BICKNELL ST,Multi-Family (4-6 units),1
BICKNELL ST,Single-Family,4
BICKNELL ST,Vacant,1
BICKNELL ST,Worship,1
BIGELOW CI,Single-Family,2
BIGELOW ST,Garage,2
BIGELOW ST,Multi-Family (2 units),26
BIGELOW ST,Multi-Family (3 units),17
BIGELOW ST,Multi-Family (4-6 units),1
BIGELOW ST,Multi-Family (7-30 units),1
BIGELOW ST,Single-Family,25
BIGELOW ST,Vacant,7
BIGELOW ST,Worship,1
BILLERICA ST,Vacant,4
BILLINGS LA,Single-Family,4
BILLINGS LA,Vacant,3
BILLINGS ST,Multi-Family (2 units),2
BILLINGS ST,Single-Family,27
BILLINGS ST,Vacant,2
BILODEAU RD,Multi-Family (2 units),6
BILODEAU RD,School,1
BILTMORE ST,Multi-Family (2 units),1
BILTMORE ST,Multi-Family (3 units),1
BILTMORE ST,Single-Family,1
BINFORD ST,Multi-Family (31-99 units),1
BINFORD ST,Vacant,1
BINNEY ST,Medical/Lab/Production,4
BIRCH RD,Multi-Family (2 units),1
BIRCH RD,Office,1
BIRCH RD,Single-Family,9
BIRCH RD,Vacant,18
BIRCH ST,Garage,3
BIRCH ST,Multi-Family (2 units),16
BIRCH ST,Multi-Family (3 units),6
BIRCH ST,Office,2
BIRCH ST,Retail,3
BIRCH ST,Single-Family,23
BIRCH ST,Vacant,4
BIRCHCROFT RD,Single-Family,30
BIRCHCROFT RD,Vacant,1
BIRCHLAND AV,Single-Family,11
BIRCHLAND TE,Single-Family,5
BIRCHLAND TE,Vacant,1
BIRCHWOOD ST,Multi-Family (2 units),1
BIRCHWOOD ST,Multi-Family (3 units),1
BIRCHWOOD ST,Single-Family,20
BIRCHWOOD ST,Vacant,3
BIRD PL,Single-Family,2
BIRD ST,Convention/Assembly,1
BIRD ST,Multi-Family (2 units),9
BIRD ST,Multi-Family (3 units),4
BIRD ST,Office,1
BIRD ST,Single-Family,13
BIRD ST,Vacant,3
BISCOE PL,Vacant,3
BISHOP JOE L SMITH WY,Vacant,1
BISHOP JOE L SMITH WY,Worship,1
BISHOP ST,Multi-Family (3 units),1
BISHOP ST,Office,1
BISHOP ST,Single-Family,3
BISMARCK ST,Medical/Lab/Production,1
BISMARCK ST,Multi-Family (4-6 units),1
BISMARCK ST,Multi-Family (>= 100 units),2
BISPHAM ST,Multi-Family (3 units),2
BLABAN PL,Single-Family,3
BLACKFAN CI,Convention/Assembly,1
BLACKFAN CI,Medical/Lab/Production,1
BLACKFAN CI,Vacant,1
BLACKFAN ST,Convention/Assembly,1
BLACKFAN ST,Medical/Lab/Production,2
BLACKINTON ST,Multi-Family (2 units),1
BLACKINTON ST,Multi-Family (3 units),1
BLACKINTON ST,Multi-Family (4-6 units),1
BLACKINTON ST,Single-Family,1
BLACKSTONE ST,Garage,1
BLACKSTONE ST,Hotel,1
BLACKSTONE ST,Office,1
BLACKSTONE ST,Residential (Mixed-Use),1
BLACKSTONE ST,Restaurant,2
BLACKSTONE ST,Retail,1
BLACKSTONE ST,Vacant,1
BLACKWELL ST,Multi-Family (2 units),7
BLACKWELL ST,Multi-Family (3 units),1
BLACKWELL ST,Single-Family,4
BLACKWELL ST,Vacant,2
BLACKWOOD ST,Multi-Family (7-30 units),4
BLACKWOOD ST,Office,1
BLACKWOOD ST,Vacant,2
BLAINE ST,Garage,3
BLAINE ST,Multi-Family (2 units),4
BLAINE ST,Single-Family,3
BLAKE ST,Multi-Family (2 units),24
BLAKE ST,Multi-Family (3 units),5
BLAKE ST,Single-Family,46
BLAKE ST,Vacant,5
BLAKEMORE ST,Single-Family,1
BLAKEMORE ST,Vacant,1
BLAKEVILLE ST,Multi-Family (2 units),14
BLAKEVILLE ST,Multi-Family (3 units),2
BLAKEVILLE ST,Single-Family,5
BLANCHARD ST,Single-Family,2
BLANCHE ST,Multi-Family (2 units),3
BLANCHE ST,Single-Family,16
BLANVON RD,Multi-Family (2 units),1
BLANVON RD,Multi-Family (3 units),2
BLANVON RD,Vacant,1
BLENFORD RD,Multi-Family (2 units),9
BLENFORD RD,Vacant,1
BLOOMFIELD ST,Convention/Assembly,2
BLOOMFIELD ST,Multi-Family (2 units),16
BLOOMFIELD ST,Multi-Family (3 units),18
BLOOMFIELD ST,Single-Family,17
BLOOMFIELD ST,Vacant,2
BLOOMINGTON ST,Multi-Family (2 units),3
BLOOMINGTON ST,Multi-Family (3 units),1
BLOOMINGTON ST,Single-Family,2
BLOOMINGTON ST,Vacant,1
BLOSSOM ST,Hotel,1
BLOSSOM ST,Medical/Lab/Production,5
BLOSSOM ST,Retail,1
BLOSSOM ST,Vacant,1
BLUE HILL AV,Convention/Assembly,4
BLUE HILL AV,Fire/Police,1
BLUE HILL AV,Garage,1
BLUE HILL AV,Medical/Lab/Production,4
BLUE HILL AV,Multi-Family (2 units),20
BLUE HILL AV,Multi-Family (3 units),65
BLUE HILL AV,Multi-Family (4-6 units),14
BLUE HILL AV,Multi-Family (7-30 units),16
BLUE HILL AV,Office,35
BLUE HILL AV,Residential (Mixed-Use),39
BLUE HILL AV,Restaurant,13
BLUE HILL AV,Retail,72
BLUE HILL AV,School,1
BLUE HILL AV,Single-Family,11
BLUE HILL AV,Vacant,89
BLUE HILL AV,Warehouse,19
BLUE HILL AV,Worship,9
BLUE LEDGE DR,Vacant,1
BLUEFIELD TE,Multi-Family (2 units),13
BLUEVIEW CI,Single-Family,10
BLUEVIEW RD,Single-Family,12
BOARD AL,Hotel,2
BOARD AL,Multi-Family (7-30 units),1
BOARDMAN ST,Multi-Family (2 units),4
BOARDMAN ST,Multi-Family (3 units),6
BOARDMAN ST,Multi-Family (4-6 units),2
BOARDMAN ST,Multi-Family (7-30 units),1
BOARDMAN ST,Retail,1
BOARDMAN ST,Single-Family,4
BOARDMAN ST,Vacant,5
BOBOLINK ST,Single-Family,9
BODWELL ST,Multi-Family (2 units),2
BODWELL ST,Multi-Family (3 units),2
BODWELL ST,Single-Family,6
BODWELL ST,Vacant,4
BOGANDALE RD,School,1
BOGANDALE RD,Single-Family,23
BOLSTER ST,Multi-Family (2 units),1
BOLSTER ST,Multi-Family (3 units),1
BOLSTER ST,Single-Family,3
BOLTON PL,Single-Family,10
BOLTON PL,Vacant,2
BOLTON ST,Garage,1
BOLTON ST,Multi-Family (2 units),3
BOLTON ST,Multi-Family (3 units),8
BOLTON ST,Multi-Family (4-6 units),1
BOLTON ST,Office,1
BOLTON ST,Single-Family,45
BOLTON ST,Vacant,19
BOLTON ST,Worship,1
BONAD RD,Multi-Family (2 units),2
BONAD RD,Single-Family,20
BONAD RD,Vacant,4
BONAIR ST,Single-Family,12
BONAIR ST,Vacant,1
BOND ST,Multi-Family (2 units),1
BOND ST,Multi-Family (4-6 units),1
BOND ST,Single-Family,11
BONELL TE,Vacant,6
BORDER ST,Garage,4
BORDER ST,Medical/Lab/Production,4
BORDER ST,Multi-Family (2 units),2
BORDER ST,Multi-Family (3 units),8
BORDER ST,Multi-Family (4-6 units),1
BORDER ST,Multi-Family (7-30 units),1
BORDER ST,Multi-Family (>= 100 units),2
BORDER ST,Office,5
BORDER ST,Residential (Mixed-Use),1
BORDER ST,Restaurant,2
BORDER ST,Retail,4
BORDER ST,School,1
BORDER ST,Single-Family,1
BORDER ST,Supermarket,1
BORDER ST,Vacant,8
BORDER ST,Warehouse,8
BOSTON AND MAINE RR ,Office,1
BOSTON AND MAINE RR ,Vacant,2
BOSTON ST,Hotel,2
BOSTON ST,Medical/Lab/Production,2
BOSTON ST,Multi-Family (2 units),4
BOSTON ST,Multi-Family (3 units),42
BOSTON ST,Multi-Family (4-6 units),2
BOSTON ST,Multi-Family (7-30 units),1
BOSTON ST,Office,3
BOSTON ST,Residential (Mixed-Use),4
BOSTON ST,Restaurant,1
BOSTON ST,Retail,4
BOSTON ST,Single-Family,6
BOSTON ST,Vacant,16
BOSTON ST,Warehouse,3
BOSTON UNI BRIDGE ZZ ,Office,1
BOSTON WHARF RD,Garage,1
BOSTON WHARF RD,Office,1
BOSTON WHARF RD,Residential (Mixed-Use),1
BOSTON WHARF RD,Vacant,4
BOSTONIA AV,Multi-Family (2 units),17
BOSTONIA AV,Multi-Family (3 units),1
BOSTONIA AV,Single-Family,13
BOSTONIA AV,Vacant,1
BOTHWELL RD,Multi-Family (2 units),13
BOTHWELL RD,Multi-Family (3 units),1
BOTHWELL RD,Single-Family,3
BOTHWELL RD,Vacant,1
BOULEVARD TE,Multi-Family (2 units),15
BOULEVARD TE,Multi-Family (3 units),3
BOULEVARD TE,Multi-Family (7-30 units),1
BOURNE ST,Multi-Family (2 units),9
BOURNE ST,Multi-Family (3 units),1
BOURNE ST,Office,2
BOURNE ST,Single-Family,32
BOURNEDALE RD,Single-Family,20
BOURNESIDE ST,Multi-Family (2 units),4
BOUTWELL ST,Multi-Family (2 units),14
BOUTWELL ST,Single-Family,8
BOUTWELL ST,Vacant,1
BOW ST,Multi-Family (>= 100 units),1
BOWDITCH RD,Single-Family,17
BOWDITCH RD,Vacant,2
BOWDOIN AV,Multi-Family (2 units),14
BOWDOIN AV,Multi-Family (3 units),13
BOWDOIN AV,Multi-Family (31-99 units),1
BOWDOIN AV,Multi-Family (4-6 units),1
BOWDOIN AV,Office,3
BOWDOIN AV,Residential (Mixed-Use),1
BOWDOIN AV,Single-Family,6
BOWDOIN AV,Vacant,3
BOWDOIN PK,Multi-Family (2 units),2
BOWDOIN PK,Multi-Family (3 units),3
BOWDOIN PK,Vacant,3
BOWDOIN SQ,Vacant,1
BOWDOIN ST,Medical/Lab/Production,4
BOWDOIN ST,Multi-Family (2 units),15
BOWDOIN ST,Multi-Family (3 units),48
BOWDOIN ST,Multi-Family (31-99 units),3
BOWDOIN ST,Multi-Family (4-6 units),4
BOWDOIN ST,Multi-Family (7-30 units),2
BOWDOIN ST,Multi-Family (>= 100 units),1
BOWDOIN ST,Office,7
BOWDOIN ST,Residential (Mixed-Use),8
BOWDOIN ST,Restaurant,5
BOWDOIN ST,Retail,11
BOWDOIN ST,School,2
BOWDOIN ST,Single-Family,15
BOWDOIN ST,Vacant,24
BOWDOIN ST,Warehouse,4
BOWDOIN ST,Worship,2
BOWEN ST,Garage,1
BOWEN ST,Multi-Family (2 units),2
BOWEN ST,Multi-Family (3 units),5
BOWEN ST,Single-Family,17
BOWEN ST,Vacant,19
BOWMAN ST,Multi-Family (2 units),6
BOWMAN ST,Multi-Family (3 units),1
BOWMAN ST,Single-Family,2
BOWMAN ST,Vacant,3
BOXFORD TE,Single-Family,5
BOXFORD TE,Vacant,1
BOYD ST,Multi-Family (3 units),5
BOYD ST,Single-Family,1
BOYDEN ST,Multi-Family (2 units),1
BOYDEN ST,Multi-Family (4-6 units),1
BOYDEN ST,Single-Family,4
BOYLSTON PL,Convention/Assembly,3
BOYLSTON PL,Medical/Lab/Production,1
BOYLSTON PL,Multi-Family (3 units),3
BOYLSTON PL,Office,2
BOYLSTON PL,Residential (Mixed-Use),1
BOYLSTON PL,Vacant,1
BOYLSTON ST,Convention/Assembly,14
BOYLSTON ST,Fire/Police,1
BOYLSTON ST,Garage,1
BOYLSTON ST,Hotel,3
BOYLSTON ST,Multi-Family (2 units),17
BOYLSTON ST,Multi-Family (3 units),34
BOYLSTON ST,Multi-Family (31-99 units),10
BOYLSTON ST,Multi-Family (4-6 units),7
BOYLSTON ST,Multi-Family (7-30 units),3
BOYLSTON ST,Multi-Family (>= 100 units),2
BOYLSTON ST,Office,42
BOYLSTON ST,Residential (Mixed-Use),17
BOYLSTON ST,Restaurant,4
BOYLSTON ST,Retail,24
BOYLSTON ST,Single-Family,9
BOYLSTON ST,Supermarket,1
BOYLSTON ST,Vacant,6
BOYLSTON ST,Warehouse,1
BOYLSTON ST,Worship,2
BOYNTON ST,Medical/Lab/Production,1
BOYNTON ST,Multi-Family (2 units),2
BOYNTON ST,Multi-Family (3 units),9
BOYNTON ST,Multi-Family (4-6 units),2
BOYNTON ST,Single-Family,2
BOYNTON ST,Vacant,1
BRACKETT ST,Multi-Family (2 units),6
BRACKETT ST,Multi-Family (3 units),15
BRACKETT ST,Multi-Family (7-30 units),1
BRACKETT ST,Vacant,5
BRADBURY ST,Multi-Family (2 units),3
BRADBURY ST,Multi-Family (3 units),2
BRADBURY ST,Single-Family,5
BRADBURY ST,Vacant,1
BRADDOCK PK,Multi-Family (2 units),7
BRADDOCK PK,Multi-Family (3 units),3
BRADDOCK PK,Office,1
BRADDOCK PK,Residential (Mixed-Use),2
BRADDOCK PK,Single-Family,5
BRADEEN ST,Multi-Family (2 units),18
BRADEEN ST,Office,1
BRADEEN ST,Single-Family,11
BRADEEN ST,Vacant,1
BRADEEN ST,Worship,1
BRADEEN STREET FW,Office,1
BRADFIELD AV,Multi-Family (2 units),15
BRADFIELD AV,Multi-Family (3 units),5
BRADFIELD AV,Single-Family,14
